Phase;Total elapsed time (s);Phase elapsed time (s);Vehicle speed (km/h);Acceleration (m/s²);Acceleration (km/h/s);Gradient (%);Height (m)
Low;0;0;0;0;0;0;0
Low;1;1;0;0;0;0,045404692;0,004540469
Low;2;2;0;0;0;0,090802546;0,013620724
Low;3;3;0;0;0;0,136186725;0,027239396
Low;4;4;0;0;0;0,181550395;0,045394436
Low;5;5;0;0;0;0,226886724;0,068083108
Low;6;6;0;0;0;0,272188885;0,095301997
Low;7;7;0;0;0;0,317450056;0,127047002
Low;8;8;0;0;0;0,362663419;0,163313344
Low;9;9;0;0;0;0,407822167;0,204095561
Low;10;10;0;0;0;0,452919498;0,249387511
Low;11;11;0;0,03;0,1;0,497948621;0,299182373
Low;12;12;0,2;0,24;0,85;0,542902755;0,353472648
Low;13;13;1,7;0,72;2,6;0,58777513;0,412250161
Low;14;14;5,4;1,14;4,1;0,632558988;0,47550606
Low;15;15;9,9;1,07;3,85;0,677247585;0,543230819
Low;16;16;13,1;0,97;3,5;0,721834191;0,615414238
Low;17;17;16,9;1,19;4,3;0,766312092;0,692045447
Low;18;18;21,7;1,26;4,55;0,810674589;0,773112906
Low;19;19;26;0,81;2,9;0,854915001;0,858604406
Low;20;20;27,5;0,29;1,05;0,899026666;0,948507073
Low;21;21;28,1;0,11;0,4;0,943002941;1,042807367
Low;22;22;28,3;0,1;0,35;0,986837203;1,141491087
Low;23;23;28,8;0,11;0,4;1,030522851;1,244543372
Low;24;24;29,1;0,28;1;1,074053306;1,351948703
Low;25;25;30,8;0,39;1,4;1,117422012;1,463690904
Low;26;26;31,9;0,46;1,65;1,160622439;1,579753148
Low;27;27;34,1;0,65;2,35;1,203648081;1,700117956
Low;28;28;36,6;0,69;2,5;1,246492458;1,824767202
Low;29;29;39,1;0,65;2,35;1,289149117;1,953682113
Low;30;30;41,3;0,47;1,7;1,331611635;2,086843277
Low;31;31;42,5;0,28;1;1,373873618;2,224230639
Low;32;32;43,3;0,19;0,7;1,4159287;2,365823509
Low;33;33;43,9;0,15;0,55;1,457770548;2,511600563
Low;34;34;44,4;0,08;0,3;1,499392862;2,66153985
Low;35;35;44,5;-0,03;-0,1;1,540789372;2,815618787
Low;36;36;44,2;-0,25;-0,9;1,581953846;2,973814171
Low;37;37;42,7;-0,6;-2,15;1,622880083;3,13610218
Low;38;38;39,9;-0,79;-2,85;1,66356192;3,302458372
Low;39;39;37;-0,74;-2,65;1,703993231;3,472857695
Low;40;40;34,6;-0,65;-2,35;1,744167926;3,647274487
Low;41;41;32,3;-0,78;-2,8;1,784079957;3,825682483
Low;42;42;29;-1;-3,6;1,823723311;4,008054814
Low;43;43;25,1;-0,94;-3,4;1,86309202;4,194364016
Low;44;44;22,2;-0,58;-2,1;1,902180154;4,384582031
Low;45;45;20,9;-0,25;-0,9;1,940981826;4,578680214
Low;46;46;20,4;-0,19;-0,7;1,979491194;4,776629333
Low;47;47;19,5;-0,28;-1;2,017702457;4,978399579
Low;48;48;18,4;-0,24;-0,85;2,055609862;5,183960565
Low;49;49;17,8;-0,08;-0,3;2,0932077;5,393281335
Low;50;50;17,8;-0,06;-0,2;2,130490308;5,606330366
Low;51;51;17,4;-0,29;-1,05;2,167452073;5,823075573
Low;52;52;15,7;-0,6;-2,15;2,204087427;6,043484316
Low;53;53;13,1;-0,5;-1,8;2,240390853;6,267523401
Low;54;54;12,1;-0,15;-0,55;2,276356885;6,49515909
Low;55;55;12;-0,01;-0,05;2,311980106;6,726357101
Low;56;56;12;0;0;2,347255151;6,961082616
Low;57;57;12;0,04;0,15;2,382176709;7,199300287
Low;58;58;12,3;0,08;0,3;2,416739519;7,440974238
Low;59;59;12,6;0,33;1,2;2,450938377;7,686068076
Low;60;60;14,7;0,38;1,35;2,484768133;7,934544889
Low;61;61;15,3;0,17;0,6;2,518223692;8,186367259
Low;62;62;15,9;0,13;0,45;2,551300016;8,44149726
Low;63;63;16,2;0,17;0,6;2,583992123;8,699896472
Low;64;64;17,1;0,22;0,8;2,61629509;8,961525981
Low;65;65;17,8;0,14;0,5;2,648204054;9,226346387
Low;66;66;18,1;0,08;0,3;2,679714207;9,494317808
Low;67;67;18,4;0,31;1,1;2,710820805;9,765399888
Low;68;68;20,3;0,67;2,4;2,741519164;10,0395518
Low;69;69;23,2;0,86;3,1;2,77180466;10,31673227
Low;70;70;26,5;0,92;3,3;2,801672732;10,59689954
Low;71;71;29,8;0,85;3,05;2,831118883;10,88001143
Low;72;72;32,6;0,64;2,3;2,860138677;11,1660253
Low;73;73;34,4;0,4;1,45;2,888727746;11,45489807
Low;74;74;35,5;0,28;1;2,916881782;11,74658625
Low;75;75;36,4;0,26;0,95;2,944596547;12,04104591
Low;76;76;37,4;0,29;1,05;2,971867866;12,33823269
Low;77;77;38,5;0,26;0,95;2,998691634;12,63810186
Low;78;78;39,3;0,14;0,5;3,025063809;12,94060824
Low;79;79;39,5;-0,04;-0,15;3,05098042;13,24570628
Low;80;80;39;-0,14;-0,5;3,076437566;13,55335004
Low;81;81;38,5;-0,24;-0,85;3,101431411;13,86349318
Low;82;82;37,3;-0,21;-0,75;3,125958191;14,176089
Low;83;83;37;-0,08;-0,3;3,150014214;14,49109042
Low;84;84;36,7;-0,15;-0,55;3,173595857;14,80845
Low;85;85;35,9;-0,19;-0,7;3,196699568;15,12811996
Low;86;86;35,3;-0,18;-0,65;3,219321867;15,45005215
Low;87;87;34,6;-0,15;-0,55;3,241459349;15,77419808
Low;88;88;34,2;-0,38;-1,35;3,263108678;16,10050895
Low;89;89;31,9;-0,96;-3,45;3,284266595;16,42893561
Low;90;90;27,3;-1,38;-4,95;3,304929914;16,7594286
Low;91;91;22;-1,43;-5,15;3,325095523;17,09193815
Low;92;92;17;-1,08;-3,9;3,344760385;17,42641419
Low;93;93;14,2;-0,69;-2,5;3,363921537;17,76280635
Low;94;94;12;-0,71;-2,55;3,382576096;18,10106396
Low;95;95;9,1;-0,86;-3,1;3,400721251;18,44113608
Low;96;96;5,8;-0,76;-2,75;3,41835427;18,78297151
Low;97;97;3,6;-0,5;-1,8;3,435472498;19,12651876
Low;98;98;2,2;-0,5;-1,8;3,452073356;19,47172609
Low;99;99;0;-0,31;-1,1;3,468154344;19,81854153
Low;100;100;0;0;0;3,483713041;20,16691283
Low;101;101;0;0;0;3,498747104;20,51678754
Low;102;102;0;0;0;3,513254268;20,86811297
Low;103;103;0;0;0;3,527232349;21,2208362
Low;104;104;0;0;0;3,540679242;21,57490413
Low;105;105;0;0;0;3,553592922;21,93026342
Low;106;106;0;0;0;3,565971443;22,28686056
Low;107;107;0;0;0;3,577812943;22,64464186
Low;108;108;0;0;0;3,589115637;23,00355342
Low;109;109;0;0;0;3,599877823;23,3635412
Low;110;110;0;0;0;3,610097881;23,72455099
Low;111;111;0;0;0;3,619774272;24,08652842
Low;112;112;0;0;0;3,628905537;24,44941897
Low;113;113;0;0;0;3,637490303;24,813168
Low;114;114;0;0;0;3,645527277;25,17772073
Low;115;115;0;0;0;3,653015247;25,54302226
Low;116;116;0;0;0;3,659953087;25,90901756
Low;117;117;0;0;0;3,666339751;26,27565154
Low;118;118;0;0;0;3,672174278;26,64286897
Low;119;119;0;0;0;3,677455789;27,01061455
Low;120;120;0;0;0;3,682183489;27,3788329
Low;121;121;0;0;0;3,686356665;27,74746856
Low;122;122;0;0;0;3,68997469;28,11646603
Low;123;123;0;0;0;3,693037018;28,48576973
Low;124;124;0;0;0;3,695543188;28,85532405
Low;125;125;0;0;0;3,697492823;29,22507333
Low;126;126;0;0;0;3,698885629;29,5949619
Low;127;127;0;0;0;3,699721397;29,96493404
Low;128;128;0;0;0;3,7;30,33493404
Low;129;129;0;0;0;3,699721397;30,70490618
Low;130;130;0;0;0;3,698885629;31,07479474
Low;131;131;0;0;0;3,697492823;31,44454402
Low;132;132;0;0;0;3,695543188;31,81409834
Low;133;133;0;0;0;3,693037018;32,18340204
Low;134;134;0;0;0;3,68997469;32,55239951
Low;135;135;0;0;0;3,686356665;32,92103518
Low;136;136;0;0;0;3,682183489;33,28925353
Low;137;137;0;0,03;0,1;3,677455789;33,65699911
Low;138;138;0,2;0,26;0,95;3,672174278;34,02421653
Low;139;139;1,9;0,82;2,95;3,666339751;34,39085051
Low;140;140;6,1;1,36;4,9;3,659953087;34,75684582
Low;141;141;11,7;1,43;5,15;3,653015247;35,12214734
Low;142;142;16,4;1;3,6;3,645527277;35,48670007
Low;143;143;18,9;0,49;1,75;3,637490303;35,8504491
Low;144;144;19,9;0,26;0,95;3,628905537;36,21333965
Low;145;145;20,8;0,4;1,45;3,619774272;36,57531708
Low;146;146;22,8;0,64;2,3;3,610097881;36,93632687
Low;147;147;25,4;0,68;2,45;3,599877823;37,29631465
Low;148;148;27,7;0,53;1,9;3,589115637;37,65522621
Low;149;149;29,2;0,29;1,05;3,577812943;38,01300751
Low;150;150;29,8;0,03;0,1;3,565971443;38,36960465
Low;151;151;29,4;-0,36;-1,3;3,553592922;38,72496395
Low;152;152;27,2;-0,94;-3,4;3,540679242;39,07903187
Low;153;153;22,6;-1,38;-4,95;3,527232349;39,4317551
Low;154;154;17,3;-1,29;-4,65;3,513254268;39,78308053
Low;155;155;13,3;-0,74;-2,65;3,498747104;40,13295524
Low;156;156;12;-0,1;-0,35;3,483713041;40,48132655
Low;157;157;12,6;0,29;1,05;3,468154344;40,82814198
Low;158;158;14,1;0,64;2,3;3,452073356;41,17334932
Low;159;159;17,2;0,83;3;3,435472498;41,51689657
Low;160;160;20,1;0,86;3,1;3,41835427;41,85873199
Low;161;161;23,4;0,75;2,7;3,400721251;42,19880412
Low;162;162;25,5;0,58;2,1;3,382576096;42,53706173
Low;163;163;27,6;0,56;2;3,363921537;42,87345388
Low;164;164;29,5;0,49;1,75;3,344760385;43,20792992
Low;165;165;31,1;0,36;1,3;3,325095523;43,54043947
Low;166;166;32,1;0,29;1,05;3,304929914;43,87093246
Low;167;167;33,2;0,43;1,55;3,284266595;44,19935912
Low;168;168;35,2;0,56;2;3,263108678;44,52566999
Low;169;169;37,2;0,39;1,4;3,241459349;44,84981593
Low;170;170;38;0,03;0,1;3,219321867;45,17174811
Low;171;171;37,4;-0,4;-1,45;3,196699568;45,49141807
Low;172;172;35,1;-0,89;-3,2;3,173595857;45,80877765
Low;173;173;31;-1,11;-4;3,150014214;46,12377908
Low;174;174;27,1;-0,79;-2,85;3,125958191;46,4363749
Low;175;175;25,3;-0,28;-1;3,101431411;46,74651804
Low;176;176;25,1;0,08;0,3;3,076437566;47,05416179
Low;177;177;25,9;0,38;1,35;3,05098042;47,35925983
Low;178;178;27,8;0,46;1,65;3,025063809;47,66176622
Low;179;179;29,2;0,25;0,9;2,998691634;47,96163538
Low;180;180;29,6;0,04;0,15;2,971867866;48,25882217
Low;181;181;29,5;-0,06;-0,2;2,944596547;48,55328182
Low;182;182;29,2;-0,17;-0,6;2,916881782;48,84497
Low;183;183;28,3;-0,43;-1,55;2,888727746;49,13384277
Low;184;184;26,1;-0,65;-2,35;2,860138677;49,41985664
Low;185;185;23,6;-0,71;-2,55;2,831118883;49,70296853
Low;186;186;21;-0,65;-2,35;2,801672732;49,9831358
Low;187;187;18,9;-0,54;-1,95;2,77180466;50,26031627
Low;188;188;17,1;-0,44;-1,6;2,741519164;50,53446818
Low;189;189;15,7;-0,36;-1,3;2,710820805;50,80555027
Low;190;190;14,5;-0,28;-1;2,679714207;51,07352169
Low;191;191;13,7;-0,22;-0,8;2,648204054;51,33834209
Low;192;192;12,9;-0,17;-0,6;2,61629509;51,5999716
Low;193;193;12,5;-0,1;-0,35;2,583992123;51,85837081
Low;194;194;12,2;-0,07;-0,25;2,551300016;52,11350081
Low;195;195;12;-0,03;-0,1;2,518223692;52,36532318
Low;196;196;12;0;0;2,484768133;52,6138
Low;197;197;12;0;0;2,450938377;52,85889383
Low;198;198;12;0,07;0,25;2,416739519;53,10056779
Low;199;199;12,5;0,14;0,5;2,382176709;53,33878546
Low;200;200;13;0,21;0,75;2,347255151;53,57351097
Low;201;201;14;0,28;1;2,311980106;53,80470898
Low;202;202;15;0,35;1,25;2,276356885;54,03234467
Low;203;203;16,5;0,56;2;2,240390853;54,25638376
Low;204;204;19;0,65;2,35;2,204087427;54,4767925
Low;205;205;21,2;0,67;2,4;2,167452073;54,69353771
Low;206;206;23,8;0,79;2,85;2,130490308;54,90658674
Low;207;207;26,9;0,81;2,9;2,0932077;55,11590751
Low;208;208;29,6;0,71;2,55;2,055609862;55,32146849
Low;209;209;32;0,78;2,8;2,017702457;55,52323874
Low;210;210;35,2;0,76;2,75;1,979491194;55,72118786
Low;211;211;37,5;0,56;2;1,940981826;55,91528604
Low;212;212;39,2;0,42;1,5;1,902180154;56,10550406
Low;213;213;40,5;0,33;1,2;1,86309202;56,29181326
Low;214;214;41,6;0,36;1,3;1,823723311;56,47418559
Low;215;215;43,1;0,47;1,7;1,784079957;56,65259359
Low;216;216;45;0,56;2;1,744167926;56,82701038
Low;217;217;47,1;0,56;2;1,703993231;56,9974097
Low;218;218;49;0,49;1,75;1,66356192;57,16376589
Low;219;219;50,6;0,39;1,4;1,622880083;57,3260539
Low;220;220;51,8;0,29;1,05;1,581953846;57,48424929
Low;221;221;52,7;0,18;0,65;1,540789372;57,63832822
Low;222;222;53,1;0,11;0,4;1,499392862;57,78826751
Low;223;223;53,5;0,1;0,35;1,457770548;57,93404456
Low;224;224;53,8;0,1;0,35;1,4159287;58,07563743
Low;225;225;54,2;0,14;0,5;1,373873618;58,2130248
Low;226;226;54,8;0,15;0,55;1,331611635;58,34618596
Low;227;227;55,3;0,14;0,5;1,289149117;58,47510087
Low;228;228;55,8;0,13;0,45;1,246492458;58,59975012
Low;229;229;56,2;0,1;0,35;1,203648081;58,72011493
Low;230;230;56,5;0,04;0,15;1,160622439;58,83617717
Low;231;231;56,5;-0,04;-0,15;1,117422012;58,94791937
Low;232;232;56,2;-0,22;-0,8;1,074053306;59,0553247
Low;233;233;54,9;-0,46;-1,65;1,030522851;59,15837699
Low;234;234;52,9;-0,54;-1,95;0,986837203;59,25706071
Low;235;235;51;-0,43;-1,55;0,943002941;59,351361
Low;236;236;49,8;-0,25;-0,9;0,899026666;59,44126367
Low;237;237;49,2;-0,19;-0,7;0,854915001;59,52675517
Low;238;238;48,4;-0,32;-1,15;0,810674589;59,60782263
Low;239;239;46,9;-0,57;-2,05;0,766312092;59,68445383
Low;240;240;44,3;-0,75;-2,7;0,721834191;59,75663725
Low;241;241;41,5;-0,67;-2,4;0,677247585;59,82436201
Low;242;242;39,5;-0,63;-2,25;0,632558988;59,88761791
Low;243;243;37;-0,68;-2,45;0,58777513;59,94639542
Low;244;244;34,6;-0,65;-2,35;0,542902755;60,0006857
Low;245;245;32,3;-0,78;-2,8;0,497948621;60,05048056
Low;246;246;29;-1;-3,6;0,452919498;60,09577251
Low;247;247;25,1;-0,94;-3,4;0,407822167;60,13655473
Low;248;248;22,2;-0,58;-2,1;0,362663419;60,17282107
Low;249;249;20,9;-0,25;-0,9;0,317450056;60,20456608
Low;250;250;20,4;-0,19;-0,7;0,272188885;60,23178496
Low;251;251;19,5;-0,28;-1;0,226886724;60,25447364
Low;252;252;18,4;-0,24;-0,85;0,181550395;60,27262868
Low;253;253;17,8;-0,08;-0,3;0,136186725;60,28624735
Low;254;254;17,8;-0,06;-0,2;0,090802546;60,2953276
Low;255;255;17,4;-0,29;-1,05;0,045404692;60,29986807
Low;256;256;15,7;-0,4;-1,45;4,53E-16;60,29986807
Low;257;257;14,5;-0,04;-0,15;-0,045404692;60,2953276
Low;258;258;15,4;0,47;1,7;-0,090802546;60,28624735
Low;259;259;17,9;0,72;2,6;-0,136186725;60,27262868
Low;260;260;20,6;0,74;2,65;-0,181550395;60,25447364
Low;261;261;23,2;0,71;2,55;-0,226886724;60,23178496
Low;262;262;25,7;0,76;2,75;-0,272188885;60,20456608
Low;263;263;28,7;0,94;3,4;-0,317450056;60,17282107
Low;264;264;32,5;1,03;3,7;-0,362663419;60,13655473
Low;265;265;36,1;0,9;3,25;-0,407822167;60,09577251
Low;266;266;39;0,65;2,35;-0,452919498;60,05048056
Low;267;267;40,8;0,54;1,95;-0,497948621;60,0006857
Low;268;268;42,9;0,5;1,8;-0,542902755;59,94639542
Low;269;269;44,4;0,42;1,5;-0,58777513;59,88761791
Low;270;270;45,9;0,22;0,8;-0,632558988;59,82436201
Low;271;271;46;-0,04;-0,15;-0,677247585;59,75663725
Low;272;272;45,6;-0,1;-0,35;-0,721834191;59,68445383
Low;273;273;45,3;-0,26;-0,95;-0,766312092;59,60782263
Low;274;274;43,7;-0,63;-2,25;-0,810674589;59,52675517
Low;275;275;40,8;-0,79;-2,85;-0,854915001;59,44126367
Low;276;276;38;-0,89;-3,2;-0,899026666;59,351361
Low;277;277;34,4;-0,99;-3,55;-0,943002941;59,25706071
Low;278;278;30,9;-1,24;-4,45;-0,986837203;59,15837699
Low;279;279;25,5;-1,32;-4,75;-1,030522851;59,0553247
Low;280;280;21,4;-0,74;-2,65;-1,074053306;58,94791937
Low;281;281;20,2;0,21;0,75;-1,117422012;58,83617717
Low;282;282;22,9;0,89;3,2;-1,160622439;58,72011493
Low;283;283;26,6;1,01;3,65;-1,203648081;58,59975012
Low;284;284;30,2;1,04;3,75;-1,246492458;58,47510087
Low;285;285;34,1;1;3,6;-1,289149117;58,34618596
Low;286;286;37,4;0,92;3,3;-1,331611635;58,2130248
Low;287;287;40,7;0,92;3,3;-1,373873618;58,07563743
Low;288;288;44;0,92;3,3;-1,4159287;57,93404456
Low;289;289;47,3;0,72;2,6;-1,457770548;57,78826751
Low;290;290;49,2;0,35;1,25;-1,499392862;57,63832822
Low;291;291;49,8;0;0;-1,540789372;57,48424929
Low;292;292;49,2;-0,24;-0,85;-1,581953846;57,3260539
Low;293;293;48,1;-0,26;-0,95;-1,622880083;57,16376589
Low;294;294;47,3;-0,18;-0,65;-1,66356192;56,9974097
Low;295;295;46,8;-0,08;-0,3;-1,703993231;56,82701038
Low;296;296;46,7;0;0;-1,744167926;56,65259359
Low;297;297;46,8;0,06;0,2;-1,784079957;56,47418559
Low;298;298;47,1;0,07;0,25;-1,823723311;56,29181326
Low;299;299;47,3;0,03;0,1;-1,86309202;56,10550406
Low;300;300;47,3;-0,03;-0,1;-1,902180154;55,91528604
Low;301;301;47,1;-0,1;-0,35;-1,940981826;55,72118786
Low;302;302;46,6;-0,18;-0,65;-1,979491194;55,52323874
Low;303;303;45,8;-0,25;-0,9;-2,017702457;55,32146849
Low;304;304;44,8;-0,35;-1,25;-2,055609862;55,11590751
Low;305;305;43,3;-0,42;-1,5;-2,0932077;54,90658674
Low;306;306;41,8;-0,35;-1,25;-2,130490308;54,69353771
Low;307;307;40,8;-0,21;-0,75;-2,167452073;54,4767925
Low;308;308;40,3;-0,1;-0,35;-2,204087427;54,25638376
Low;309;309;40,1;-0,08;-0,3;-2,240390853;54,03234467
Low;310;310;39,7;-0,13;-0,45;-2,276356885;53,80470898
Low;311;311;39,2;-0,17;-0,6;-2,311980106;53,57351097
Low;312;312;38,5;-0,25;-0,9;-2,347255151;53,33878546
Low;313;313;37,4;-0,35;-1,25;-2,382176709;53,10056779
Low;314;314;36;-0,42;-1,5;-2,416739519;52,85889383
Low;315;315;34,4;-0,42;-1,5;-2,450938377;52,6138
Low;316;316;33;-0,38;-1,35;-2,484768133;52,36532318
Low;317;317;31,7;-0,42;-1,5;-2,518223692;52,11350081
Low;318;318;30;-0,51;-1,85;-2,551300016;51,85837081
Low;319;319;28;-0,54;-1,95;-2,583992123;51,5999716
Low;320;320;26,1;-0,33;-1,2;-2,61629509;51,33834209
Low;321;321;25,6;-0,17;-0,6;-2,648204054;51,07352169
Low;322;322;24,9;-0,1;-0,35;-2,679714207;50,80555027
Low;323;323;24,9;-0,08;-0,3;-2,710820805;50,53446818
Low;324;324;24,3;-0,14;-0,5;-2,741519164;50,26031627
Low;325;325;23,9;-0,06;-0,2;-2,77180466;49,9831358
Low;326;326;23,9;-0,04;-0,15;-2,801672732;49,70296853
Low;327;327;23,6;-0,08;-0,3;-2,831118883;49,41985664
Low;328;328;23,3;-0,43;-1,55;-2,860138677;49,13384277
Low;329;329;20,5;-0,81;-2,9;-2,888727746;48,84497
Low;330;330;17,5;-0,5;-1,8;-2,916881782;48,55328182
Low;331;331;16,9;-0,11;-0,4;-2,944596547;48,25882217
Low;332;332;16,7;-0,14;-0,5;-2,971867866;47,96163538
Low;333;333;15,9;-0,15;-0,55;-2,998691634;47,66176622
Low;334;334;15,6;-0,13;-0,45;-3,025063809;47,35925983
Low;335;335;15;-0,15;-0,55;-3,05098042;47,05416179
Low;336;336;14,5;-0,1;-0,35;-3,076437566;46,74651804
Low;337;337;14,3;0;0;-3,101431411;46,4363749
Low;338;338;14,5;0,15;0,55;-3,125958191;46,12377908
Low;339;339;15,4;0,46;1,65;-3,150014214;45,80877765
Low;340;340;17,8;0,79;2,85;-3,173595857;45,49141807
Low;341;341;21,1;0,88;3,15;-3,196699568;45,17174811
Low;342;342;24,1;0,54;1,95;-3,219321867;44,84981593
Low;343;343;25;0,17;0,6;-3,241459349;44,52566999
Low;344;344;25,3;0,07;0,25;-3,263108678;44,19935912
Low;345;345;25,5;0,15;0,55;-3,284266595;43,87093246
Low;346;346;26,4;0,15;0,55;-3,304929914;43,54043947
Low;347;347;26,6;0,1;0,35;-3,325095523;43,20792992
Low;348;348;27,1;0,15;0,55;-3,344760385;42,87345388
Low;349;349;27,7;0,14;0,5;-3,363921537;42,53706173
Low;350;350;28,1;0,07;0,25;-3,382576096;42,19880412
Low;351;351;28,2;0;0;-3,400721251;41,85873199
Low;352;352;28,1;-0,03;-0,1;-3,41835427;41,51689657
Low;353;353;28;-0,03;-0,1;-3,435472498;41,17334932
Low;354;354;27,9;-0,01;-0,05;-3,452073356;40,82814198
Low;355;355;27,9;0,03;0,1;-3,468154344;40,48132655
Low;356;356;28,1;0,04;0,15;-3,483713041;40,13295524
Low;357;357;28,2;-0,01;-0,05;-3,498747104;39,78308053
Low;358;358;28;-0,18;-0,65;-3,513254268;39,4317551
Low;359;359;26,9;-0,42;-1,5;-3,527232349;39,07903187
Low;360;360;25;-0,51;-1,85;-3,540679242;38,72496395
Low;361;361;23,2;-0,43;-1,55;-3,553592922;38,36960465
Low;362;362;21,9;-0,29;-1,05;-3,565971443;38,01300751
Low;363;363;21,1;-0,17;-0,6;-3,577812943;37,65522621
Low;364;364;20,7;-0,06;-0,2;-3,589115637;37,29631465
Low;365;365;20,7;0,01;0,05;-3,599877823;36,93632687
Low;366;366;20,8;0,07;0,25;-3,610097881;36,57531708
Low;367;367;21,2;0,18;0,65;-3,619774272;36,21333965
Low;368;368;22,1;0,32;1,15;-3,628905537;35,8504491
Low;369;369;23,5;0,31;1,1;-3,637490303;35,48670007
Low;370;370;24,3;0,14;0,5;-3,645527277;35,12214734
Low;371;371;24,5;-0,07;-0,25;-3,653015247;34,75684582
Low;372;372;23,8;-0,44;-1,6;-3,659953087;34,39085051
Low;373;373;21,3;-0,85;-3,05;-3,666339751;34,02421653
Low;374;374;17,7;-0,96;-3,45;-3,672174278;33,65699911
Low;375;375;14,4;-0,81;-2,9;-3,677455789;33,28925353
Low;376;376;11,9;-0,58;-2,1;-3,682183489;32,92103518
Low;377;377;10,2;-0,42;-1,5;-3,686356665;32,55239951
Low;378;378;8,9;-0,31;-1,1;-3,68997469;32,18340204
Low;379;379;8;-0,24;-0,85;-3,693037018;31,81409834
Low;380;380;7,2;-0,26;-0,95;-3,695543188;31,44454402
Low;381;381;6,1;-0,32;-1,15;-3,697492823;31,07479474
Low;382;382;4,9;-0,33;-1,2;-3,698885629;30,70490618
Low;383;383;3,7;-0,36;-1,3;-3,699721397;30,33493404
Low;384;384;2,3;-0,39;-1,4;-3,7;29,96493404
Low;385;385;0,9;-0,32;-1,15;-3,699721397;29,5949619
Low;386;386;0;-0,13;-0,45;-3,698885629;29,22507333
Low;387;387;0;0;0;-3,697492823;28,85532405
Low;388;388;0;0;0;-3,695543188;28,48576973
Low;389;389;0;0;0;-3,693037018;28,11646603
Low;390;390;0;0;0;-3,68997469;27,74746856
Low;391;391;0;0,07;0,25;-3,686356665;27,3788329
Low;392;392;0,5;0,29;1,05;-3,682183489;27,01061455
Low;393;393;2,1;0,6;2,15;-3,677455789;26,64286897
Low;394;394;4,8;0,86;3,1;-3,672174278;26,27565154
Low;395;395;8,3;1,04;3,75;-3,666339751;25,90901756
Low;396;396;12,3;1,15;4,15;-3,659953087;25,54302226
Low;397;397;16,6;1,19;4,3;-3,653015247;25,17772073
Low;398;398;20,9;1,06;3,8;-3,645527277;24,813168
Low;399;399;24,2;0,65;2,35;-3,637490303;24,44941897
Low;400;400;25,6;0,19;0,7;-3,628905537;24,08652842
Low;401;401;25,6;-0,1;-0,35;-3,619774272;23,72455099
Low;402;402;24,9;-0,32;-1,15;-3,610097881;23,3635412
Low;403;403;23,3;-0,46;-1,65;-3,599877823;23,00355342
Low;404;404;21,6;-0,43;-1,55;-3,589115637;22,64464186
Low;405;405;20,2;-0,4;-1,45;-3,577812943;22,28686056
Low;406;406;18,7;-0,44;-1,6;-3,565971443;21,93026342
Low;407;407;17;-0,47;-1,7;-3,553592922;21,57490413
Low;408;408;15,3;-0,39;-1,4;-3,540679242;21,2208362
Low;409;409;14,2;-0,19;-0,7;-3,527232349;20,86811297
Low;410;410;13,9;-0,03;-0,1;-3,513254268;20,51678754
Low;411;411;14;0,04;0,15;-3,498747104;20,16691283
Low;412;412;14,2;0,07;0,25;-3,483713041;19,81854153
Low;413;413;14,5;0,1;0,35;-3,468154344;19,47172609
Low;414;414;14,9;0,19;0,7;-3,452073356;19,12651876
